,Unnamed: 0,address,owner,value,property_type,property_class,Num_Properties,total_value,link,prop_type_clean,owner_clean,exact_address,location,point
57182,57182,80 Washington Pl Unit P222,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174224,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P222 Madison, Wisconsin USA",,
57217,57217,80 Washington Pl Unit P257,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174571,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P257 Madison, Wisconsin USA",,
57241,57241,80 Washington Pl Unit P281,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174810,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P281 Madison, Wisconsin USA",,
57243,57243,80 Washington Pl Unit P283,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174836,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P283 Madison, Wisconsin USA",,
57244,57244,80 Washington Pl Unit P284,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174844,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P284 Madison, Wisconsin USA",,
57245,57245,80 Washington Pl Unit P285,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174852,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P285 Madison, Wisconsin USA",,
57246,57246,80 Washington Pl Unit P286,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174860,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P286 Madison, Wisconsin USA",,
57247,57247,80 Washington Pl Unit P287,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174878,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P287 Madison, Wisconsin USA",,
57248,57248,80 Washington Pl Unit P288,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174886,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P288 Madison, Wisconsin USA",,
57249,57249,80 Washington Pl Unit P289,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174894,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P289 Madison, Wisconsin USA",,
57250,57250,80 Washington Pl Unit P290,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174901,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P290 Madison, Wisconsin USA",,
57251,57251,80 Washington Pl Unit P291,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174919,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P291 Madison, Wisconsin USA",,
57252,57252,80 Washington Pl Unit P292,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174927,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P292 Madison, Wisconsin USA",,
57253,57253,80 Washington Pl Unit P293,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174935,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P293 Madison, Wisconsin USA",,
57254,57254,80 Washington Pl Unit P294,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174943,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P294 Madison, Wisconsin USA",,
57255,57255,80 Washington Pl Unit P295,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174951,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P295 Madison, Wisconsin USA",,
57257,57257,80 Washington Pl Unit P297,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174977,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P297 Madison, Wisconsin USA",,
57258,57258,80 Washington Pl Unit P298,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174985,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P298 Madison, Wisconsin USA",,
57259,57259,80 Washington Pl Unit P299,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174993,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P299 Madison, Wisconsin USA",,
57260,57260,80 Washington Pl Unit P300,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175016,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P300 Madison, Wisconsin USA",,
57261,57261,80 Washington Pl Unit P301,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175024,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P301 Madison, Wisconsin USA",,
57262,57262,80 Washington Pl Unit P302,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175032,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P302 Madison, Wisconsin USA",,
57263,57263,80 Washington Pl Unit P303,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175040,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P303 Madison, Wisconsin USA",,
57264,57264,80 Washington Pl Unit P304,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175058,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P304 Madison, Wisconsin USA",,
57265,57265,80 Washington Pl Unit P305,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175066,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P305 Madison, Wisconsin USA",,
57218,57218,80 Washington Pl Unit P258,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174589,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P258 Madison, Wisconsin USA",,
57267,57267,80 Washington Pl Unit P307,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175082,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P307 Madison, Wisconsin USA",,
57268,57268,80 Washington Pl Unit P308,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175090,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P308 Madison, Wisconsin USA",,
57269,57269,80 Washington Pl Unit P309,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175107,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P309 Madison, Wisconsin USA",,
57270,57270,80 Washington Pl Unit P310,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175115,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P310 Madison, Wisconsin USA",,
57242,57242,80 Washington Pl Unit P282,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174828,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P282 Madison, Wisconsin USA",,
57266,57266,80 Washington Pl Unit P306,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923175074,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P306 Madison, Wisconsin USA",,
57220,57220,80 Washington Pl Unit P260,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174604,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P260 Madison, Wisconsin USA",,
57233,57233,80 Washington Pl Unit P273,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174737,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P273 Madison, Wisconsin USA",,
57221,57221,80 Washington Pl Unit P261,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174612,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P261 Madison, Wisconsin USA",,
57222,57222,80 Washington Pl Unit P262,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174620,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P262 Madison, Wisconsin USA",,
57223,57223,80 Washington Pl Unit P263,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174638,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P263 Madison, Wisconsin USA",,
57224,57224,80 Washington Pl Unit P264,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174646,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P264 Madison, Wisconsin USA",,
57225,57225,80 Washington Pl Unit P265,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174654,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P265 Madison, Wisconsin USA",,
57240,57240,80 Washington Pl Unit P280,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174802,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P280 Madison, Wisconsin USA",,
57226,57226,80 Washington Pl Unit P266,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174662,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P266 Madison, Wisconsin USA",,
57228,57228,80 Washington Pl Unit P268,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174688,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P268 Madison, Wisconsin USA",,
57229,57229,80 Washington Pl Unit P269,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174696,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P269 Madison, Wisconsin USA",,
57230,57230,80 Washington Pl Unit P270,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174703,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P270 Madison, Wisconsin USA",,
57231,57231,80 Washington Pl Unit P271,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174711,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P271 Madison, Wisconsin USA",,
57232,57232,80 Washington Pl Unit P272,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174729,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P272 Madison, Wisconsin USA",,
57227,57227,80 Washington Pl Unit P267,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174670,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P267 Madison, Wisconsin USA",,
57234,57234,80 Washington Pl Unit P274,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174745,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P274 Madison, Wisconsin USA",,
57239,57239,80 Washington Pl Unit P279,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174795,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P279 Madison, Wisconsin USA",,
57235,57235,80 Washington Pl Unit P275,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174753,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P275 Madison, Wisconsin USA",,
57236,57236,80 Washington Pl Unit P276,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174761,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P276 Madison, Wisconsin USA",,
57237,57237,80 Washington Pl Unit P277,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174779,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P277 Madison, Wisconsin USA",,
57219,57219,80 Washington Pl Unit P259,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174597,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P259 Madison, Wisconsin USA",,
57238,57238,80 Washington Pl Unit P278,RLJ HP MADISON DT LLC  STE 1000,15000.0,Condominium ,Commercial,152,24836500.0,propertydata.cfm?ParcelN=070923174787,Apartment,RLJ HP MADISON DT LLC  STE 1000,"80 Washington Pl Unit P278 Madison, Wisconsin USA",,
55589,55589,1144 Morraine View Dr Unit P17,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125084,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P17 Madison, Wisconsin USA",,
55588,55588,1144 Morraine View Dr Unit P16,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125076,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P16 Madison, Wisconsin USA",,
55587,55587,1144 Morraine View Dr Unit P15,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125068,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P15 Madison, Wisconsin USA",,
55585,55585,1144 Morraine View Dr Unit P13,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125042,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P13 Madison, Wisconsin USA",,
55586,55586,1144 Morraine View Dr Unit P14,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125050,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P14 Madison, Wisconsin USA",,
55599,55599,1144 Morraine View Dr Unit 107,RDM-1-2019 LLC ,76400.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123137,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 107 Madison, Wisconsin USA",,
55584,55584,1144 Morraine View Dr Unit P12,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125034,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P12 Madison, Wisconsin USA",,
55583,55583,1144 Morraine View Dr Unit P11,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125026,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P11 Madison, Wisconsin USA",,
55582,55582,1144 Morraine View Dr Unit P10,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125018,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P10 Madison, Wisconsin USA",,
55590,55590,1144 Morraine View Dr Unit P18,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835125092,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P18 Madison, Wisconsin USA",,
55591,55591,1136 Morraine View Dr Unit P7,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124614,Apartment,RDM-1-2019 LLC ,"1136 Morraine View Dr Unit P7 Madison, Wisconsin USA",,
55598,55598,1144 Morraine View Dr Unit 106,RDM-1-2019 LLC ,76100.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123129,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 106 Madison, Wisconsin USA",,
55597,55597,1144 Morraine View Dr Unit 105,RDM-1-2019 LLC ,77800.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123111,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 105 Madison, Wisconsin USA",,
55592,55592,1136 Morraine View Dr Unit P10,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124648,Apartment,RDM-1-2019 LLC ,"1136 Morraine View Dr Unit P10 Madison, Wisconsin USA",,
55596,55596,1144 Morraine View Dr Unit 104,RDM-1-2019 LLC ,77800.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123103,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 104 Madison, Wisconsin USA",,
55595,55595,1144 Morraine View Dr Unit 103,RDM-1-2019 LLC ,76100.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123096,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 103 Madison, Wisconsin USA",,
55593,55593,1144 Morraine View Dr Unit 101,RDM-1-2019 LLC ,77800.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123070,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 101 Madison, Wisconsin USA",,
55580,55580,1144 Morraine View Dr Unit P8,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124987,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P8 Madison, Wisconsin USA",,
55594,55594,1144 Morraine View Dr Unit 102,RDM-1-2019 LLC ,76400.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123088,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 102 Madison, Wisconsin USA",,
55581,55581,1144 Morraine View Dr Unit P9,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124995,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P9 Madison, Wisconsin USA",,
55620,55620,1128 Morraine View Dr Unit 205,RDM-1-2019 LLC ,78000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835122379,Apartment,RDM-1-2019 LLC ,"1128 Morraine View Dr Unit 205 Madison, Wisconsin USA",,
55579,55579,1144 Morraine View Dr Unit P7,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124979,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P7 Madison, Wisconsin USA",,
49839,49839,646 E Gorham St,LLC ,254000.0,4 unit Apartment,Residential,117,93933200.0,propertydata.cfm?ParcelN=070913312991,Apartment,LLC ,"646 E Gorham St Madison, Wisconsin USA","646, East Gorham Street, James Madison Park, Madison, Dane, Wisconsin, 53703, United States of America","(43.081977489855646, -89.38163592157093, 0.0)"
55569,55569,1128 Morraine View Dr Unit P5,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124234,Apartment,RDM-1-2019 LLC ,"1128 Morraine View Dr Unit P5 Madison, Wisconsin USA",,
55601,55601,1144 Morraine View Dr Unit 201,RDM-1-2019 LLC ,77800.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835123153,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit 201 Madison, Wisconsin USA",,
55571,55571,1124 Morraine View Dr Unit P8,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124086,Apartment,RDM-1-2019 LLC ,"1124 Morraine View Dr Unit P8 Madison, Wisconsin USA",,
55572,55572,1140 Morraine View Dr Unit P14,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124862,Apartment,RDM-1-2019 LLC ,"1140 Morraine View Dr Unit P14 Madison, Wisconsin USA",,
55573,55573,1144 Morraine View Dr Unit P1,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124911,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P1 Madison, Wisconsin USA",,
55574,55574,1144 Morraine View Dr Unit P2,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124929,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P2 Madison, Wisconsin USA",,
55575,55575,1144 Morraine View Dr Unit P3,RDM-1-2019 LLC ,2000.0,Condominium,Residential,117,93933200.0,propertydata.cfm?ParcelN=070835124937,Apartment,RDM-1-2019 LLC ,"1144 Morraine View Dr Unit P3 Madison, Wisconsin USA",,
